City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,ponta do sol,32.6667,-17.1,301.5,74,1,1.87,PT,1690901717
274,sinjai,-5.1241,120.253,296.23,85,11,1.88,ID,1690901719
275,liverpool,53.4106,-2.9779,293.57,69,40,5.66,GB,1690901720
276,hami,42.8,93.45,303.48,22,0,2.46,CN,1690901721
277,kodarma,24.4667,85.6,301.77,76,100,2.48,IN,1690901722
278,saint-augustin,51.226,-58.6502,285.96,93,100,2.92,CA,1690901723
279,bilibino,68.0546,166.4372,277.83,90,26,0.56,RU,1690901725
280,fortuna,40.5982,-124.1573,288.11,94,100,2.06,US,1690901726
281,san jeronimo,-11.9472,-75.2829,285.34,43,2,0.72,PE,1690901727
282,naze,28.3667,129.4833,300.66,88,100,14.43,JP,1690901728
283,tiarei,-17.5333,-149.3333,295.16,71,99,6.83,PF,1690901730
284,mortka,59.3322,66.0214,290.43,93,99,2.76,RU,1690901731
285,laguna,38.421,-121.4238,296.53,73,0,4.12,US,1690901736
286,bodaybo,57.8506,114.1933,286.79,85,0,1.62,RU,1690901737
287,namibe,-15.1961,12.1522,293.69,67,95,4.65,AO,1690901739
288,thompson,55.7435,-97.8558,291.24,88,75,1.54,CA,1690901740
289,bulgan,48.8125,103.5347,290.7,93,100,1.87,MN,1690901741
290,xacmaz,41.4635,48.806,302.06,46,0,2.17,AZ,1690901742
291,kargasok,59.0556,80.8572,290.33,95,44,2.36,RU,1690901743
292,yerofey pavlovich,53.9667,121.9667,288.7,90,15,1.97,RU,1690901745
293,kropotkin,45.4375,40.5756,306.75,34,5,3.87,RU,1690901746
294,torres,-29.3353,-49.7269,300.83,66,13,3.39,BR,1690901747
295,tsiroanomandidy,-18.7667,46.0333,295.42,31,12,3.11,MG,1690901748
296,vao,-22.6667,167.4833,292.93,58,26,8.72,NC,1690901749
297,angoche,-16.2325,39.9086,297.24,62,0,5.98,MZ,1690901750
298,prince rupert,54.3161,-130.3201,286.2,100,100,0.0,CA,1690901752
299,cap-aux-meules,47.3821,-61.8597,294.18,68,75,5.14,CA,1690901660
300,bhabua,25.05,83.6167,305.78,59,100,2.91,IN,1690901757
301,vallenar,-28.5708,-70.7581,299.53,22,0,2.05,CL,1690901758
302,manzhouli,49.6,117.4333,297.97,51,83,4.34,CN,1690901759
303,doha,25.2867,51.5333,319.32,34,0,3.6,QA,1690901761
304,bud,39.447,-86.1758,299.2,66,2,2.53,US,1690901762
305,vila do maio,15.1333,-23.2167,299.17,82,46,4.7,CV,1690901763
306,dadri,28.5667,77.55,304.27,53,37,2.72,IN,1690901764
307,mount isa,-20.7333,139.5,290.02,48,0,3.6,AU,1690901766
308,ponta delgada,37.7333,-25.6667,301.21,94,40,4.12,PT,1690901767
309,garowe,8.4054,48.4845,303.45,38,99,10.77,SO,1690901768
310,namanga,-2.5433,36.7905,297.57,39,37,4.59,KE,1690901769
311,ust-ilimsk,58.0006,102.6619,290.87,90,32,1.18,RU,1690901771
312,san carlos del zulia,9.0,-71.9135,305.88,52,19,2.31,VE,1690901772
313,cururupu,-1.8283,-44.8683,305.12,48,4,3.05,BR,1690901773
314,saint-joseph,-21.3667,55.6167,295.36,84,60,3.96,RE,1690901774
315,yatou,37.15,122.3833,297.38,86,89,1.62,CN,1690901776
316,oyama,36.3,139.8,301.68,76,94,1.3,JP,1690901777
317,vanimo,-2.6741,141.3028,299.28,90,58,2.74,PG,1690901778
318,lagoa,39.05,-27.9833,296.49,88,44,5.41,PT,1690901779
319,abramovka,51.1886,41.0202,300.99,47,96,1.72,RU,1690901780
320,gat,31.61,34.7642,307.82,9,0,4.7,IL,1690901782
321,krasnoborsk,61.5598,45.934,293.92,93,100,1.97,RU,1690901783
322,lasa,46.6166,10.7002,295.64,84,99,2.49,IT,1690901784
323,lompoc,34.6391,-120.4579,285.38,100,100,2.06,US,1690901785
324,jacareacanga,-6.2222,-57.7528,303.84,47,99,1.51,BR,1690901786
325,tarauaca,-8.1614,-70.7656,306.9,31,51,1.56,BR,1690901788
326,okhotsk,59.3833,143.3,285.23,94,100,2.64,RU,1690901795
327,pincher creek,49.4833,-113.952,289.21,60,0,1.54,CA,1690901796
328,horve,55.7529,11.453,291.69,76,71,4.41,DK,1690901797
329,isangel,-19.55,169.2667,293.73,62,21,5.76,VU,1690901798
330,filadelfia,39.9523,-75.1638,298.88,55,0,5.14,US,1690901651
331,listvyanskiy,54.4399,83.4984,293.18,63,39,0.34,RU,1690901801
332,rawson,-43.3002,-65.1023,288.31,25,0,18.52,AR,1690901802
333,oktyabrskiy,54.4815,53.471,294.97,62,100,2.03,RU,1690901803
334,tatarsk,55.219,75.9828,292.84,78,25,0.91,RU,1690901804
335,buchanan,5.8808,-10.0467,299.55,80,96,5.31,LR,1690901805
336,narsaq,60.9167,-46.05,282.12,70,17,3.02,GL,1690901807
337,tautira,-17.7333,-149.15,298.69,72,100,6.79,PF,1690901808
338,bardiyah,31.7561,25.0865,303.35,53,0,5.54,LY,1690901809
339,dinguiraye,11.3,-10.7167,298.96,77,100,1.46,GN,1690901810
340,zeya,53.75,127.2667,288.95,96,100,2.26,RU,1690901811
341,kavieng,-2.5744,150.7967,300.86,80,100,4.7,PG,1690901813
342,bontang,0.1333,117.5,298.87,88,97,3.7,ID,1690901814
343,blagoyevo,63.3667,47.9167,297.92,56,71,1.68,RU,1690901815
344,ust-kuyga,70.0167,135.6,282.27,74,91,0.63,RU,1690901816
345,hastings,50.8552,0.5729,295.36,23,76,9.06,GB,1690901817
346,alofi,-19.0595,-169.9187,292.09,94,100,7.2,NU,1690901818
347,kandi,11.1342,2.9386,305.09,45,89,3.32,BJ,1690901820
348,saint-pierre,-21.3393,55.4781,295.97,73,75,4.12,RE,1690901821
349,warrnambool,-38.3833,142.4833,281.11,71,100,2.06,AU,1690901822
350,avera,33.194,-82.5271,303.1,54,0,3.41,US,1690901823
351,pacific grove,36.6177,-121.9166,287.25,94,100,1.54,US,1690901672
352,sao sebastiao,-23.76,-45.4097,296.85,64,21,1.78,BR,1690901826
353,yiyang,28.5892,112.3283,299.41,86,100,1.15,CN,1690901827
354,igarka,67.4667,86.5833,295.18,60,4,4.12,RU,1690901828
355,constitucion,-35.3333,-72.4167,288.93,80,0,3.35,CL,1690901829
356,pogranichnyy,44.4064,131.3769,297.18,87,100,1.95,RU,1690901830
357,san quintin,30.4833,-115.95,295.99,70,38,1.85,MX,1690901832
358,sungairaya,0.7,108.9,299.66,84,35,1.66,ID,1690901833
359,itacare,-14.2775,-38.9967,297.84,70,91,5.28,BR,1690901539
360,cervo,43.6702,-7.4101,296.46,68,5,8.72,ES,1690901838
361,wachtersbach,50.2551,9.2956,294.63,77,74,5.97,DE,1690901839
362,balkhash,46.844,74.9804,299.47,45,100,6.7,KZ,1690901845
363,cortez,37.3489,-108.5859,296.32,68,0,0.0,US,1690901846
364,pemangkat,1.1667,108.9667,300.05,83,89,2.47,ID,1690901847
365,tiksi,71.6872,128.8694,277.71,96,100,1.18,RU,1690901848
366,darnah,32.767,22.6367,301.74,66,0,7.23,LY,1690901849
367,leningradskiy,69.3833,178.4167,275.42,98,100,1.3,RU,1690901851
368,shasta lake,40.6804,-122.3708,296.93,44,38,1.54,US,1690901852
369,havelock,34.8791,-76.9013,302.58,76,40,4.12,US,1690901853
370,ha tinh,18.3333,105.9,298.95,91,100,1.58,VN,1690901854
371,cherskiy,68.75,161.3,274.12,95,30,3.5,RU,1690901855
372,carballo,43.213,-8.691,299.62,69,13,4.07,ES,1690901858
373,vicksburg,32.3526,-90.8779,305.0,33,0,2.06,US,1690901702
374,mosquera,4.7059,-74.2302,287.2,82,75,4.12,CO,1690901860
375,basoko,1.2391,23.616,304.37,51,87,1.29,CD,1690901861
376,kolondieba,11.0882,-6.8926,307.14,45,55,1.18,ML,1690901862
377,hay river,60.8156,-115.7999,290.14,77,75,3.6,CA,1690901864
378,pangnirtung,66.1451,-65.7125,284.4,66,76,1.5,CA,1690901865
379,margate,51.3813,1.3862,295.2,55,63,2.68,GB,1690901866
380,pierre,44.3683,-100.351,299.97,83,0,4.63,US,1690901745
381,savannah bight,16.45,-85.85,301.15,80,56,6.02,HN,1690901870
382,sinnamary,5.3833,-52.95,302.66,64,5,3.41,GF,1690901872
383,sayyan,15.1718,44.3244,293.38,53,100,3.69,YE,1690901873
384,kavaratti,10.5669,72.642,301.57,76,27,7.19,IN,1690901874
385,cobija,-11.0267,-68.7692,301.25,69,5,2.57,BO,1690901875
386,radomsko,51.0671,19.4448,292.12,77,100,7.93,PL,1690901877
387,grindavik,63.8424,-22.4338,287.12,76,20,4.12,IS,1690901878
388,tomatlan,19.9333,-105.25,302.06,72,98,1.38,MX,1690901879
389,lumsden,50.6501,-104.8678,296.68,38,66,4.27,CA,1690901881
390,juodupe,56.0833,25.6167,294.32,62,100,3.35,LT,1690901882
391,el alto,-4.2714,-81.2147,295.96,70,14,1.75,PE,1690901884
392,enshi,30.3,109.4833,297.15,94,100,0.79,CN,1690901885
393,adrar,20.5022,-10.0711,316.53,8,0,1.41,MR,1690901892
394,tveit,58.2337,8.122,293.76,63,20,3.6,NO,1690901899
395,lumding,25.7535,93.1732,301.03,91,90,1.11,IN,1690901900
396,lokosovo,61.1333,74.8167,293.69,88,94,1.94,RU,1690901902
397,buenos aires,-34.6132,-58.3772,297.58,78,0,2.57,AR,1690901624
398,chipinge,-20.1883,32.6236,291.25,35,1,4.58,ZW,1690901904
399,sambek,47.7431,39.8308,305.75,37,100,4.19,RU,1690901905
400,novo oriente,-5.5344,-40.7742,306.33,28,22,3.7,BR,1690901906
401,tezu,27.9167,96.1667,300.3,89,91,1.76,IN,1690901908
402,westport,41.1415,-73.3579,298.23,53,0,4.12,US,1690901909
403,abu zabad,12.35,29.25,302.87,56,97,6.22,SD,1690901910
404,florence,43.7667,11.25,304.46,52,20,6.69,IT,1690901660
405,pasni,25.2631,63.471,300.87,82,26,4.62,PK,1690901913
406,vostok,46.4856,135.8833,292.27,97,100,2.41,RU,1690901914
407,aswan,24.0934,32.907,316.76,10,0,4.12,EG,1690901778
408,isla vista,34.4133,-119.861,300.01,91,0,0.0,US,1690901917
409,vizinga,61.0749,50.1031,296.58,71,68,1.37,RU,1690901918
410,grants pass,42.439,-123.3284,293.42,70,0,3.09,US,1690901828
411,makurdi,7.7411,8.5121,300.47,82,100,4.25,NG,1690901920
412,buy,58.4786,41.53,296.75,63,89,1.04,RU,1690901921
413,ostersund,63.1792,14.6357,288.49,94,100,5.14,SE,1690901928
414,manasa,24.4837,75.2687,299.54,82,40,6.53,IN,1690901929
415,amahai,-3.3333,128.9167,300.37,90,71,3.94,ID,1690901930
416,srednekolymsk,67.45,153.6833,279.01,90,13,3.48,RU,1690901932
417,khanpur,28.6453,70.6567,313.2,31,0,6.3,PK,1690901933
418,halifax,44.6453,-63.5724,298.4,66,40,3.58,CA,1690901874
419,torrington,41.8007,-73.1212,296.67,57,0,1.79,US,1690901935
420,kurmanayevka,52.5093,52.0675,299.64,38,70,3.63,RU,1690901936
421,moranbah,-22.0016,148.0466,287.94,93,0,3.41,AU,1690901937
422,hervey bay,-25.2986,152.8535,291.26,83,0,3.22,AU,1690901939
423,shangqiu,34.45,115.65,298.85,89,16,3.02,CN,1690901940
424,orsha,54.5153,30.4053,294.94,77,74,3.05,BY,1690901941
425,cajamarca,-7.1638,-78.5003,290.19,36,0,4.63,PE,1690901942
426,kalmunai,7.4167,81.8167,301.7,75,100,3.42,LK,1690901943
427,oum hadjer,13.2954,19.6966,303.68,55,66,6.13,TD,1690901945
428,ketchikan,55.3422,-131.6461,287.41,94,100,2.57,US,1690901946
429,bonawon,9.134,122.9193,300.32,81,77,2.68,PH,1690901947
430,chernyshevskiy,63.0128,112.4714,285.21,56,37,1.05,RU,1690901948
431,tema,5.667,-0.0166,300.38,83,75,9.77,GH,1690901952
432,karpogory,64.0019,44.4451,296.59,84,100,2.42,RU,1690901954
433,zelenoborsk,61.4669,64.0333,293.48,59,99,1.39,RU,1690901955
434,kerugoya,-0.4989,37.2803,293.56,61,84,1.7,KE,1690901956
435,shinjo,38.7586,140.3008,294.4,91,15,0.16,JP,1690901957
436,bria,6.5423,21.9863,295.24,94,100,2.35,CF,1690901958
437,loandjili,-4.7561,11.8578,296.21,83,100,3.09,CG,1690901818
438,athabasca,54.7169,-113.2854,286.38,67,6,4.43,CA,1690901961
439,mount darwin,-16.7725,31.5838,295.38,43,68,5.22,ZW,1690901962
440,te anau,-45.4167,167.7167,274.84,99,95,0.36,NZ,1690901963
441,parrita,9.5201,-84.3225,301.2,80,90,1.32,CR,1690901964
442,sebeta,8.9167,38.6167,290.17,81,95,1.85,ET,1690901965
443,bom jesus,-9.0744,-44.3586,307.59,25,0,4.19,BR,1690901967
444,najran,17.4924,44.1277,311.51,28,87,4.95,SA,1690901968
445,dawei,14.0833,98.2,298.71,93,94,3.26,MM,1690901969
446,paramonga,-10.6667,-77.8333,294.03,74,64,3.29,PE,1690901975
447,saint-francois,46.4154,3.9054,297.84,47,100,6.69,FR,1690901977
448,waipawa,-41.4122,175.5153,281.28,90,100,5.73,NZ,1690901978
449,zhangye,38.9342,100.4517,297.08,52,89,4.27,CN,1690901979
450,dunedin,-45.8742,170.5036,279.71,70,95,7.15,NZ,1690901720
451,hualmay,-11.0964,-77.6139,293.71,73,45,3.04,PE,1690901981
452,wuwei,37.9281,102.6414,298.71,46,98,2.4,CN,1690901982
453,xianshuigu,38.985,117.3828,300.15,94,99,1.0,CN,1690901984
454,pilar,-9.5972,-35.9567,297.11,73,42,2.74,BR,1690901985
455,nagar karnul,16.4821,78.3247,299.28,74,100,6.92,IN,1690901986
456,dingle,10.9995,122.6711,298.07,89,85,3.24,PH,1690901987
457,petropavlovsk-kamchatskiy,53.0452,158.6483,282.48,100,75,2.0,RU,1690901988
458,garoua,9.3,13.4,305.73,49,84,1.01,CM,1690901989
459,nago,26.5881,127.9761,300.39,90,100,24.62,JP,1690901991
460,kattivakkam,13.2167,80.3167,306.2,67,100,4.77,IN,1690901992
461,peniche,39.3558,-9.3811,299.98,88,11,5.53,PT,1690901993
462,broken hill,-31.95,141.4333,283.65,70,0,3.26,AU,1690901994
463,jasper,37.2001,-94.3502,303.21,71,90,1.34,US,1690901995
464,port-gentil,-0.7193,8.7815,299.13,69,75,6.17,GA,1690901996
465,daoukro,7.0591,-3.9631,299.97,90,61,2.02,CI,1690901998
466,baoning,25.3378,110.026,300.07,89,75,3.0,CN,1690901999
467,truro,50.2653,-5.0544,291.95,79,40,5.14,GB,1690902000
468,san patricio,28.017,-97.5169,305.85,58,0,2.82,US,1690902002
469,grand gaube,-20.0064,57.6608,297.25,73,15,6.39,MU,1690902006
470,changde,29.0464,111.6783,299.46,90,75,1.26,CN,1690901860
471,la ronge,55.1001,-105.2842,291.29,72,0,4.63,CA,1690902011
472,charqueadas,-29.9547,-51.6253,296.57,59,4,1.33,BR,1690902016
473,batsfjord,70.6345,29.7185,285.03,93,75,3.09,NO,1690902019
474,benguela,-12.5763,13.4055,295.23,73,53,3.69,AO,1690901955
475,komsomolskiy,40.4272,71.7189,307.55,22,1,0.0,UZ,1690902029
476,shubarshi,48.5872,57.1869,304.33,22,0,7.14,KZ,1690902035
477,eyl,7.9803,49.8164,303.85,41,100,10.42,SO,1690902037
478,egvekinot,66.3167,-179.1667,281.65,97,100,2.8,RU,1690902039
479,sokol,59.4617,40.1206,297.18,60,34,1.43,RU,1690902044
480,sal rei,16.1833,-22.9167,302.26,61,20,5.14,CV,1690902050
481,bay roberts,47.5999,-53.2648,293.74,78,100,2.24,CA,1690902052
482,inuvik,68.3499,-133.7218,288.71,100,100,3.09,CA,1690902053
483,butembo,0.15,29.2833,290.01,89,100,1.63,CD,1690902023
484,haines junction,60.7522,-137.5108,284.12,93,100,0.51,CA,1690902056
485,pahrump,36.2083,-115.9839,299.99,39,98,2.67,US,1690902005
486,neiafu,-18.65,-173.9833,293.53,94,100,5.66,TO,1690902058
487,salinas,36.6777,-121.6555,288.38,95,100,1.54,US,1690901941
488,santa isabel do rio negro,-0.4139,-65.0192,305.43,54,7,0.65,BR,1690902061
489,collie,-33.3667,116.15,286.58,89,4,3.76,AU,1690902062
490,canico,32.6333,-16.85,301.5,71,20,8.23,PT,1690902064
491,parana,-31.732,-60.5238,300.13,65,0,6.43,AR,1690902066
492,tongliao,43.6125,122.2653,298.72,79,100,6.26,CN,1690902068
493,senador jose porfirio,-2.5908,-51.9542,305.34,51,2,0.64,BR,1690902070
494,nouadhibou,20.931,-17.0347,298.14,73,5,7.2,MR,1690902072
495,sao paulo de olivenca,-3.3783,-68.8725,301.69,63,90,0.22,BR,1690902073
496,evensk,61.95,159.2333,286.94,65,100,5.76,RU,1690902075
497,zhangjiakou,40.81,114.8794,296.0,96,32,3.23,CN,1690902076
498,pointe michel,15.25,-61.3833,303.31,76,8,4.04,DM,1690902078
499,andenes,69.3143,16.1194,290.89,72,0,3.6,NO,1690902080
500,noumea,-22.2763,166.4572,293.15,99,48,4.23,NC,1690901887
501,charlestown,-32.95,151.6667,286.31,82,2,1.54,AU,1690902082
502,dustlik,40.5247,68.0358,306.69,17,6,3.46,UZ,1690902084
503,jawhar,2.7809,45.5005,299.94,63,91,8.32,SO,1690902085
504,minbu,20.1833,94.8833,299.28,90,100,5.8,MM,1690902087
505,champerico,14.3,-91.9167,302.45,66,91,2.01,GT,1690902063
506,zemio,5.0314,25.1361,301.68,60,82,1.76,CF,1690902089
507,vitim,59.4511,112.5578,287.07,66,72,2.51,RU,1690902091
508,palana,59.1167,159.9667,283.2,68,100,2.64,RU,1690902093
509,alamosa,37.4695,-105.87,290.14,55,20,3.09,US,1690901829
510,ascension,30.2169,-90.9001,307.15,70,0,0.0,US,1690902095
511,gazli,40.1333,63.45,311.59,14,3,8.24,UZ,1690902096
512,san policarpo,12.1791,125.5072,299.8,83,87,2.47,PH,1690902098
513,tagusao,9.1924,117.8141,300.24,83,12,3.23,PH,1690902099
514,belyy yar,53.6039,91.3903,298.09,53,40,0.0,RU,1690902100
515,mpigi,0.225,32.3136,299.6,60,99,2.71,UG,1690902102
516,finnsnes,69.2296,17.9811,294.13,55,97,4.37,NO,1690902103
517,le port,-20.9373,55.2919,296.15,94,21,0.94,RE,1690902105
518,whitehorse,60.7161,-135.0538,284.58,100,75,0.0,CA,1690902083
519,kimbe,-5.5502,150.1429,298.69,83,48,3.5,PG,1690902108
520,kaka,37.3482,59.6143,311.3,14,0,3.5,TM,1690902110
521,bam,29.106,58.357,308.77,7,0,5.82,IR,1690902111
522,wasilla,61.5814,-149.4394,288.67,95,100,1.54,US,1690902112
523,sawtell,-30.3833,153.1,288.16,77,40,3.6,AU,1690902114
524,muzhi,65.3667,64.6667,292.75,72,43,4.38,RU,1690902115
525,zamora,-4.0692,-78.9567,299.75,83,50,1.79,EC,1690901958
526,cap malheureux,-19.9842,57.6142,297.3,73,17,6.5,MU,1690902118
527,beidao,34.5686,105.8933,296.49,79,0,1.74,CN,1690902120
528,mukhtolovo,55.4644,43.1953,295.36,63,58,2.29,RU,1690902121
529,bentiu,9.2333,29.8333,300.74,69,89,1.68,SS,1690902122
530,khuzdar,27.7384,66.6434,305.45,30,70,3.24,PK,1690902124
531,winnemucca,40.973,-117.7357,292.18,20,0,0.0,US,1690902126
532,darhan,49.4867,105.9228,294.89,81,100,6.27,MN,1690902127
533,romny,50.751,33.4747,298.77,47,98,2.67,UA,1690902129
534,atasu,48.6814,71.6433,303.18,22,99,4.58,KZ,1690902130
535,ust-nera,64.5667,143.2,281.32,91,83,2.16,RU,1690902132
536,malpe,13.35,74.7167,300.76,88,95,3.51,IN,1690902134
537,coahuayana,18.7333,-103.6833,302.14,73,82,1.54,MX,1690902135
538,luzhou,28.8724,105.4405,300.31,86,68,0.19,CN,1690902137
539,smiltene,57.4244,25.9016,296.79,52,100,4.18,LV,1690902138
540,trincomalee,8.5711,81.2335,301.95,68,100,4.73,LK,1690902140
541,abashiri,44.0213,144.2697,292.96,88,76,4.42,JP,1690902141
542,benghazi,32.1167,20.0667,301.98,68,0,3.98,LY,1690902030
543,shakhovskaya,56.0283,35.5097,296.88,66,37,2.07,RU,1690902145
544,punta de bombon,-17.1717,-71.7931,291.32,79,74,2.33,PE,1690902146
545,sasolburg,-26.8136,27.817,288.78,20,0,4.44,ZA,1690902148
546,bacolod,10.6667,122.95,299.26,86,79,4.1,PH,1690902149
